Game,Winner,Turns,GNU_Moves,Nodots_Moves,Duration_Seconds,Status
185,NODOTS,35,55,59,0.01,completed
186,NODOTS,29,46,54,0.01,completed
187,GNU,38,62,54,0.01,completed
188,GNU,34,54,54,0.01,completed
189,NODOTS,30,49,48,0.01,completed
190,GNU,35,63,52,0.01,completed
191,GNU,36,61,62,0.01,completed
192,GNU,41,67,63,0.01,completed
193,GNU,32,53,54,0.01,completed
194,GNU,25,49,40,0.01,completed
195,GNU,44,70,66,0.01,completed
196,GNU,33,62,54,0.02,completed
197,NODOTS,41,72,68,0.01,completed
198,NODOTS,36,60,63,0.01,completed
199,GNU,43,69,64,0.01,completed
200,GNU,36,61,64,0.01,completed
201,GNU,30,53,49,0.01,completed
202,GNU,42,62,65,0.01,completed
203,NODOTS,31,51,57,0.01,completed
204,NODOTS,33,54,58,0.01,completed
205,GNU,35,57,57,0.01,completed
206,GNU,39,65,62,0.01,completed
207,GNU,42,75,62,0.01,completed
208,NODOTS,30,51,56,0.01,completed
209,GNU,31,54,52,0.01,completed
210,GNU,37,60,58,0.01,completed
211,GNU,34,56,48,0.01,completed
212,GNU,33,57,52,0.01,completed
213,GNU,32,54,48,0.01,completed
214,NODOTS,30,53,50,0.01,completed
215,GNU,44,69,66,0.01,completed
216,NODOTS,33,54,57,0.01,completed
217,GNU,36,58,56,0.01,completed
218,GNU,34,61,60,0.01,completed
219,GNU,43,77,70,0.01,completed
220,GNU,41,68,67,0.01,completed
221,NODOTS,36,60,61,0.01,completed
222,GNU,44,71,68,0.01,completed
223,GNU,40,64,55,0.01,completed
224,NODOTS,30,55,51,0.01,completed
225,NODOTS,33,56,56,0.01,completed
226,GNU,34,54,57,0.01,completed
227,NODOTS,34,55,58,0.01,completed
228,GNU,31,55,47,0.01,completed
229,GNU,34,56,51,0.01,completed
230,GNU,29,52,41,0.01,completed
231,GNU,39,63,62,0.01,completed
232,GNU,37,60,48,0.01,completed
233,NODOTS,32,50,51,0.01,completed
234,NODOTS,32,52,53,0.01,completed
235,GNU,37,65,54,0.01,completed
236,GNU,31,56,47,0.01,completed
237,GNU,33,54,47,0.01,completed
238,NODOTS,34,51,53,0.01,completed
239,NODOTS,25,40,46,0.01,completed
240,GNU,36,61,58,0.01,completed
241,NODOTS,31,51,53,0.01,completed
242,GNU,32,52,54,0.01,completed
243,NODOTS,40,62,65,0.01,completed
244,GNU,43,66,71,0.02,completed
245,NODOTS,28,46,47,0.01,completed
246,GNU,38,64,55,0.01,completed
247,GNU,36,61,56,0.01,completed
248,NODOTS,34,55,61,0.01,completed
249,NODOTS,50,85,79,0.02,completed
250,GNU,30,50,46,0.01,completed
251,GNU,34,53,55,0.01,completed
252,GNU,40,64,62,0.01,completed
253,GNU,44,71,71,0.01,completed
254,NODOTS,42,69,68,0.01,completed
255,GNU,36,56,60,0.01,completed
256,GNU,35,60,49,0.01,completed
257,NODOTS,45,66,71,0.01,completed
258,GNU,37,63,60,0.01,completed
259,NODOTS,35,57,57,0.01,completed
260,GNU,36,58,56,0.01,completed
261,GNU,41,68,66,0.01,completed
262,GNU,32,55,56,0.01,completed
263,GNU,39,62,62,0.01,completed
264,GNU,33,57,51,0.01,completed
265,GNU,31,53,49,0.01,completed
266,GNU,40,65,62,0.01,completed
267,GNU,33,56,62,0.01,completed
268,GNU,35,64,51,0.01,completed
269,NODOTS,36,58,61,0.01,completed
270,NODOTS,38,67,65,0.01,completed
271,GNU,33,55,51,0.01,completed
272,GNU,31,56,48,0.01,completed
273,GNU,40,70,58,0.01,completed
274,GNU,33,55,54,0.01,completed
275,GNU,36,59,62,0.01,completed
276,NODOTS,33,54,56,0.01,completed
277,GNU,38,65,65,0.02,completed
278,NODOTS,30,49,54,0.02,completed
279,NODOTS,36,56,57,0.01,completed
280,GNU,37,58,62,0.02,completed
281,NODOTS,35,55,57,0.01,completed
282,GNU,41,68,63,0.02,completed
283,GNU,36,56,55,0.02,completed
284,GNU,35,62,57,0.01,completed
285,NODOTS,30,51,53,0.01,completed
286,GNU,36,58,60,0.02,completed
287,GNU,35,60,53,0.01,completed
288,GNU,38,60,57,0.01,completed
289,GNU,42,66,70,0.01,completed
290,NODOTS,34,51,53,0.01,completed
291,GNU,30,53,47,0.01,completed
292,GNU,36,64,57,0.01,completed
293,NODOTS,33,52,54,0.01,completed
294,NODOTS,36,62,55,0.01,completed
295,NODOTS,37,58,62,0.01,completed
296,GNU,35,66,58,0.01,completed
297,GNU,38,66,61,0.01,completed
298,GNU,33,58,51,0.01,completed
299,GNU,43,74,64,0.01,completed
300,GNU,34,56,53,0.01,completed
301,GNU,34,56,53,0.01,completed
302,GNU,34,56,59,0.01,completed
303,GNU,35,63,55,0.01,completed
304,GNU,38,57,57,0.01,completed
305,GNU,44,69,67,0.01,completed
306,GNU,28,50,50,0.01,completed
307,GNU,33,57,54,0.01,completed
308,GNU,38,65,54,0.01,completed
309,GNU,37,58,57,0.01,completed
310,NODOTS,36,56,55,0.01,completed
311,GNU,38,60,57,0.01,completed
312,GNU,26,47,43,0.01,completed
313,NODOTS,39,59,59,0.02,completed
314,GNU,37,60,60,0.01,completed
315,GNU,35,55,55,0.01,completed
316,GNU,29,53,42,0.01,completed
317,GNU,33,58,55,0.01,completed
318,NODOTS,30,49,52,0.01,completed
319,GNU,31,53,40,0.01,completed
320,NODOTS,25,36,50,0.01,completed
321,GNU,41,67,63,0.01,completed
322,NODOTS,32,50,53,0.01,completed
323,GNU,35,59,50,0.01,completed
324,GNU,31,53,49,0.01,completed
325,GNU,43,70,64,0.01,completed
326,GNU,28,52,48,0.01,completed
327,GNU,27,48,51,0.01,completed
328,GNU,29,53,43,0.01,completed
329,NODOTS,32,50,55,0.01,completed
330,GNU,41,66,66,0.01,completed
331,NODOTS,40,64,59,0.01,completed
332,NODOTS,31,49,53,0.01,completed
333,GNU,44,69,72,0.01,completed
334,GNU,32,53,54,0.01,completed
335,GNU,36,56,52,0.01,completed
336,NODOTS,33,54,58,0.01,completed
337,NODOTS,29,48,50,0.01,completed
338,GNU,36,59,53,0.01,completed
339,NODOTS,42,71,68,0.01,completed
340,NODOTS,29,50,52,0.01,completed
341,NODOTS,28,44,48,0.01,completed
342,GNU,44,67,71,0.01,completed
343,GNU,29,51,46,0.01,completed
344,GNU,39,64,64,0.01,completed
345,NODOTS,31,47,53,0.01,completed
346,GNU,44,73,69,0.01,completed
347,NODOTS,32,58,55,0.01,completed
348,NODOTS,32,52,51,0.01,completed
349,GNU,30,50,50,0.01,completed
350,GNU,41,71,75,0.01,completed
351,NODOTS,33,50,60,0.01,completed
352,NODOTS,29,48,50,0.01,completed
353,NODOTS,34,55,52,0.01,completed
354,NODOTS,31,47,60,0.01,completed
355,NODOTS,37,54,63,0.01,completed
356,NODOTS,35,55,58,0.01,completed
357,NODOTS,43,67,65,0.01,completed
358,GNU,33,56,52,0.01,completed
359,GNU,35,59,57,0.01,completed
360,NODOTS,33,58,54,0.01,completed
361,GNU,36,56,49,0.01,completed
362,GNU,39,70,50,0.01,completed
363,GNU,29,53,52,0.01,completed
364,GNU,40,60,61,0.01,completed
365,GNU,32,53,52,0.01,completed
366,GNU,32,56,48,0.01,completed
367,GNU,31,55,47,0.01,completed
368,GNU,43,67,64,0.01,completed
369,GNU,35,55,57,0.01,completed
370,NODOTS,36,58,62,0.01,completed
371,GNU,32,53,54,0.01,completed
372,GNU,29,51,50,0.01,completed
373,GNU,30,51,50,0.01,completed
374,GNU,40,67,61,0.01,completed
375,NODOTS,36,58,57,0.01,completed
376,NODOTS,39,67,69,0.01,completed
377,GNU,47,76,70,0.01,completed
378,GNU,32,53,49,0.01,completed
379,GNU,29,54,46,0.01,completed
380,GNU,35,55,56,0.01,completed
381,NODOTS,32,52,59,0.01,completed
382,NODOTS,33,52,61,0.01,completed
383,GNU,36,59,56,0.01,completed
384,NODOTS,33,52,54,0.01,completed
385,GNU,33,58,52,0.01,completed
386,GNU,39,63,59,0.01,completed
387,GNU,30,54,45,0.01,completed
388,GNU,31,53,51,0.01,completed
389,GNU,39,63,59,0.01,completed
390,NODOTS,39,59,61,0.01,completed
391,GNU,38,62,52,0.01,completed
392,GNU,38,61,61,0.01,completed
393,GNU,29,56,42,0.01,completed
394,GNU,35,58,57,0.01,completed
395,NODOTS,35,55,56,0.01,completed
396,GNU,40,63,65,0.01,completed
397,GNU,37,60,64,0.01,completed
398,GNU,29,51,46,0.01,completed
399,GNU,30,51,51,0.01,completed
400,GNU,35,61,54,0.01,completed
401,NODOTS,40,62,63,0.01,completed
402,NODOTS,41,62,70,0.01,completed
403,GNU,32,53,49,0.01,completed
404,GNU,48,75,77,0.01,completed
405,NODOTS,44,66,68,0.01,completed
406,GNU,34,58,59,0.01,completed
407,GNU,32,60,53,0.01,completed
408,GNU,35,57,57,0.01,completed
409,GNU,34,54,53,0.01,completed
410,GNU,29,57,40,0.01,completed
411,GNU,32,53,52,0.01,completed
412,NODOTS,33,52,54,0.01,completed
413,GNU,37,58,58,0.01,completed
414,GNU,35,60,60,0.01,completed
415,GNU,40,64,60,0.01,completed
416,GNU,40,70,57,0.01,completed
417,GNU,31,51,49,0.01,completed
418,GNU,33,61,49,0.01,completed
419,GNU,26,51,42,0.01,completed
420,NODOTS,37,58,58,0.01,completed
421,GNU,34,58,55,0.01,completed
422,GNU,36,57,58,0.01,completed
423,GNU,34,57,51,0.01,completed
424,GNU,30,50,47,0.01,completed
425,GNU,29,53,44,0.01,completed
426,NODOTS,30,51,50,0.01,completed
427,GNU,48,77,78,0.01,completed
428,GNU,34,59,57,0.01,completed
429,GNU,35,58,60,0.01,completed
430,GNU,28,49,46,0.01,completed
431,NODOTS,38,63,62,0.01,completed
432,GNU,32,55,43,0.01,completed
433,GNU,36,57,60,0.01,completed
434,NODOTS,39,57,65,0.01,completed
435,GNU,36,59,58,0.01,completed
436,GNU,32,57,48,0.01,completed
437,GNU,31,57,50,0.01,completed
438,NODOTS,23,33,45,0.01,completed
439,NODOTS,30,49,49,0.01,completed
440,GNU,28,49,44,0.01,completed
441,NODOTS,44,68,68,0.01,completed
442,GNU,30,54,43,0.01,completed
443,GNU,32,56,55,0.01,completed
444,GNU,36,55,59,0.01,completed
445,GNU,34,54,53,0.01,completed
446,NODOTS,29,44,50,0.01,completed
447,GNU,33,55,56,0.01,completed
448,GNU,39,67,69,0.02,completed
449,GNU,35,61,57,0.02,completed
450,GNU,41,72,61,0.01,completed
451,NODOTS,41,68,64,0.01,completed
452,GNU,33,60,56,0.01,completed
453,GNU,40,61,56,0.01,completed
454,GNU,38,64,63,0.01,completed
455,NODOTS,27,43,47,0.01,completed
456,GNU,31,58,51,0.01,completed
457,GNU,38,60,58,0.01,completed
458,GNU,29,51,50,0.01,completed
459,NODOTS,33,52,57,0.01,completed
460,NODOTS,33,58,58,0.01,completed
461,GNU,36,57,57,0.01,completed
462,GNU,41,70,57,0.01,completed
463,NODOTS,30,45,52,0.01,completed
464,GNU,36,60,54,0.01,completed
465,NODOTS,29,42,54,0.01,completed
466,GNU,40,64,66,0.01,completed
467,NODOTS,25,38,45,0.01,completed
468,GNU,46,72,75,0.01,completed
469,GNU,32,53,48,0.01,completed
470,NODOTS,29,52,50,0.01,completed
471,GNU,27,49,41,0.01,completed
472,GNU,33,57,54,0.01,completed
473,GNU,39,65,62,0.01,completed
474,GNU,36,61,58,0.01,completed
475,GNU,39,63,56,0.01,completed
476,NODOTS,35,57,59,0.01,completed
477,GNU,27,52,45,0.01,completed
478,GNU,41,66,57,0.01,completed
479,GNU,37,62,58,0.01,completed
480,NODOTS,38,61,62,0.01,completed
481,NODOTS,35,55,55,0.01,completed
482,GNU,38,58,59,0.01,completed
483,NODOTS,32,52,52,0.01,completed
484,NODOTS,35,53,57,0.01,completed
485,GNU,35,56,46,0.01,completed
486,GNU,36,59,56,0.01,completed
487,GNU,32,53,50,0.01,completed
488,NODOTS,40,68,69,0.01,completed
489,GNU,27,48,39,0.01,completed
490,GNU,35,61,46,0.01,completed
491,GNU,30,54,47,0.01,completed
492,GNU,39,64,51,0.01,completed
493,GNU,39,65,60,0.01,completed
494,GNU,39,70,59,0.01,completed
495,NODOTS,41,64,65,0.01,completed
496,NODOTS,36,58,59,0.01,completed
497,GNU,38,68,59,0.01,completed
498,GNU,32,58,54,0.01,completed
499,GNU,33,55,47,0.01,completed
500,GNU,33,54,52,0.01,completed
501,GNU,40,69,59,0.01,completed
502,GNU,33,57,49,0.01,completed
503,NODOTS,35,51,61,0.01,completed
504,GNU,41,65,61,0.01,completed
505,NODOTS,39,65,59,0.01,completed
506,GNU,36,62,60,0.01,completed
507,NODOTS,37,64,58,0.01,completed
508,GNU,40,61,60,0.01,completed
509,GNU,38,64,58,0.01,completed
510,NODOTS,39,61,62,0.01,completed
511,GNU,30,53,45,0.01,completed
512,GNU,27,48,47,0.01,completed
513,NODOTS,32,52,53,0.01,completed
514,GNU,39,65,62,0.01,completed
515,NODOTS,34,53,54,0.01,completed
516,GNU,40,66,64,0.01,completed
517,NODOTS,33,54,62,0.01,completed
518,NODOTS,39,61,67,0.01,completed
519,GNU,33,56,55,0.01,completed
520,GNU,38,62,65,0.01,completed
521,NODOTS,34,55,53,0.01,completed
522,GNU,34,61,53,0.01,completed
523,GNU,34,59,50,0.01,completed
524,GNU,41,73,61,0.01,completed
525,NODOTS,36,58,57,0.01,completed
526,GNU,33,57,50,0.01,completed
527,NODOTS,27,47,55,0.01,completed
528,NODOTS,34,53,57,0.01,completed
529,GNU,33,57,51,0.01,completed
530,NODOTS,35,55,60,0.01,completed
531,GNU,36,59,54,0.01,completed
532,GNU,46,70,67,0.02,completed
533,NODOTS,37,58,61,0.01,completed
534,GNU,39,62,54,0.01,completed
535,NODOTS,27,39,51,0.01,completed
536,GNU,42,66,63,0.02,completed
537,GNU,32,55,54,0.01,completed
538,NODOTS,26,41,47,0.01,completed
539,GNU,32,54,48,0.01,completed
540,GNU,42,68,66,0.02,completed
541,GNU,42,67,60,0.02,completed
542,GNU,41,70,66,0.02,completed
543,GNU,39,63,56,0.01,completed
544,NODOTS,37,58,61,0.01,completed
545,NODOTS,37,54,60,0.01,completed
546,GNU,30,54,50,0.01,completed
547,NODOTS,41,64,70,0.01,completed
548,GNU,37,63,57,0.01,completed
549,GNU,26,47,49,0.01,completed
550,GNU,37,64,55,0.01,completed
551,GNU,32,54,53,0.01,completed
552,NODOTS,32,56,52,0.01,completed
553,NODOTS,30,51,51,0.01,completed
554,GNU,26,48,38,0.01,completed
555,GNU,34,59,51,0.01,completed
556,NODOTS,29,48,50,0.01,completed
557,GNU,29,54,40,0.01,completed
558,GNU,45,73,69,0.01,completed
559,NODOTS,37,60,59,0.01,completed
560,GNU,39,65,57,0.01,completed
561,NODOTS,25,44,42,0.01,completed
562,NODOTS,34,63,53,0.01,completed
563,GNU,40,71,60,0.01,completed
564,NODOTS,37,56,59,0.01,completed
565,NODOTS,30,51,54,0.01,completed
566,NODOTS,46,75,73,0.02,completed
567,NODOTS,40,72,63,0.01,completed
568,NODOTS,31,51,55,0.01,completed
569,GNU,35,57,57,0.01,completed
570,NODOTS,31,49,59,0.01,completed
571,GNU,46,72,77,0.02,completed
572,NODOTS,22,33,43,0.01,completed
573,GNU,39,64,53,0.01,completed
574,GNU,35,63,49,0.01,completed
575,GNU,34,56,50,0.01,completed
576,GNU,27,49,41,0.01,completed
577,GNU,35,56,53,0.01,completed
578,GNU,37,65,56,0.01,completed
579,GNU,29,53,46,0.01,completed
580,NODOTS,35,53,59,0.01,completed
581,GNU,36,58,55,0.01,completed
582,NODOTS,37,58,60,0.01,completed
583,GNU,38,65,50,0.01,completed
584,NODOTS,36,62,61,0.01,completed
585,GNU,30,57,51,0.01,completed
586,GNU,33,54,54,0.01,completed
587,GNU,35,60,55,0.01,completed
588,GNU,39,61,63,0.01,completed
589,GNU,35,62,56,0.01,completed
590,GNU,40,70,68,0.01,completed
591,NODOTS,40,68,64,0.01,completed
592,GNU,32,53,55,0.01,completed
593,GNU,44,72,64,0.01,completed
594,NODOTS,33,56,59,0.01,completed
595,GNU,43,71,64,0.01,completed
596,NODOTS,27,43,48,0.01,completed
597,GNU,35,63,53,0.01,completed
598,NODOTS,25,40,50,0.01,completed
599,GNU,31,59,47,0.01,completed
600,GNU,30,53,46,0.01,completed
601,GNU,44,75,66,0.01,completed
602,NODOTS,32,50,55,0.01,completed
603,GNU,31,60,49,0.01,completed
604,NODOTS,35,55,59,0.01,completed
605,GNU,34,59,57,0.01,completed
606,NODOTS,32,56,52,0.01,completed
607,GNU,38,58,64,0.01,completed
608,GNU,35,59,54,0.01,completed
609,GNU,34,58,54,0.01,completed
610,GNU,25,50,42,0.01,completed
611,GNU,33,57,54,0.01,completed
612,NODOTS,30,47,50,0.01,completed
613,NODOTS,32,50,55,0.01,completed
614,GNU,32,56,53,0.01,completed
615,GNU,40,63,63,0.01,completed
616,NODOTS,25,36,49,0.01,completed
617,NODOTS,34,61,59,0.02,completed
618,GNU,37,60,50,0.01,completed
619,GNU,35,57,55,0.01,completed
620,GNU,34,56,56,0.01,completed
621,GNU,29,52,47,0.01,completed
622,GNU,38,61,59,0.02,completed
623,GNU,36,57,49,0.01,completed
624,GNU,39,69,55,0.02,completed
625,NODOTS,32,56,57,0.01,completed
626,GNU,35,57,57,0.01,completed
627,GNU,42,62,68,0.01,completed
628,GNU,25,48,38,0.01,completed
629,NODOTS,35,57,57,0.01,completed
630,GNU,37,62,62,0.01,completed
631,GNU,30,51,53,0.01,completed
632,GNU,37,65,54,0.01,completed
633,GNU,40,64,55,0.01,completed
634,NODOTS,33,48,53,0.01,completed
635,NODOTS,32,52,52,0.01,completed
636,GNU,39,67,63,0.01,completed
637,GNU,29,55,44,0.01,completed
638,GNU,42,72,65,0.01,completed
639,NODOTS,46,77,71,0.02,completed
640,NODOTS,41,68,66,0.01,completed
641,NODOTS,33,52,56,0.01,completed
642,GNU,33,59,50,0.01,completed
643,NODOTS,32,48,53,0.01,completed
644,GNU,31,55,45,0.01,completed
645,GNU,33,53,49,0.01,completed
646,NODOTS,38,57,62,0.01,completed
647,GNU,41,75,61,0.01,completed
648,GNU,29,50,46,0.01,completed
649,NODOTS,27,43,53,0.01,completed
650,NODOTS,30,49,49,0.01,completed
651,GNU,31,54,53,0.02,completed
652,GNU,28,54,44,0.01,completed
653,GNU,35,60,51,0.01,completed
654,GNU,32,55,54,0.01,completed
655,NODOTS,36,58,58,0.01,completed
656,GNU,27,53,43,0.01,completed
657,GNU,47,73,75,0.01,completed
658,NODOTS,35,55,63,0.01,completed
659,GNU,24,45,42,0.01,completed
660,NODOTS,37,58,60,0.01,completed
661,NODOTS,29,46,51,0.01,completed
662,NODOTS,32,54,55,0.01,completed
663,GNU,42,68,62,0.01,completed
664,NODOTS,35,59,59,0.01,completed
665,NODOTS,33,58,56,0.01,completed
666,NODOTS,32,52,52,0.01,completed
667,GNU,37,63,61,0.01,completed
668,GNU,35,57,56,0.01,completed
669,GNU,40,67,63,0.01,completed
670,GNU,33,63,47,0.01,completed
671,NODOTS,34,53,56,0.01,completed
672,GNU,40,68,65,0.01,completed
673,GNU,32,53,52,0.01,completed
674,GNU,30,52,49,0.01,completed
675,GNU,25,47,36,0.01,completed
676,GNU,52,83,67,0.01,completed
677,GNU,32,56,60,0.01,completed
678,GNU,24,48,39,0.01,completed
679,GNU,37,62,60,0.01,completed
680,NODOTS,36,58,57,0.01,completed
681,GNU,32,53,52,0.01,completed
682,NODOTS,29,48,50,0.01,completed
683,GNU,31,56,57,0.01,completed
684,GNU,31,53,51,0.01,completed
685,NODOTS,28,42,50,0.01,completed
686,GNU,41,69,65,0.01,completed
687,GNU,36,55,56,0.01,completed
688,NODOTS,32,54,53,0.01,completed
689,NODOTS,40,68,62,0.01,completed
690,GNU,39,68,63,0.01,completed
691,GNU,41,66,63,0.01,completed
692,GNU,38,65,58,0.01,completed
693,GNU,31,55,47,0.01,completed
694,GNU,33,56,56,0.01,completed
695,NODOTS,35,55,55,0.01,completed
696,NODOTS,29,46,52,0.01,completed
697,GNU,28,47,46,0.01,completed
698,GNU,37,62,56,0.02,completed
699,NODOTS,29,46,49,0.01,completed
700,GNU,48,75,71,0.02,completed
701,GNU,36,60,56,0.01,completed
702,GNU,31,54,51,0.01,completed
703,GNU,30,52,49,0.01,completed
704,NODOTS,36,56,59,0.02,completed
705,GNU,41,67,63,0.02,completed
706,GNU,38,63,58,0.01,completed
707,NODOTS,39,59,61,0.02,completed
