Game,Winner,Turns,GNU_Moves,Nodots_Moves,Duration_Seconds,Status
112,GNU,33,55,54,0.01,completed
113,NODOTS,42,67,69,0.01,completed
114,GNU,36,58,56,0.01,completed
115,GNU,34,60,53,0.01,completed
116,GNU,34,57,52,0.01,completed
117,GNU,37,68,58,0.01,completed
118,NODOTS,27,43,48,0.01,completed
119,NODOTS,36,56,60,0.01,completed
120,NODOTS,32,50,57,0.01,completed
121,NODOTS,32,56,53,0.01,completed
122,GNU,40,63,67,0.01,completed
123,NODOTS,27,41,47,0.01,completed
124,GNU,29,53,44,0.01,completed
125,GNU,36,58,57,0.01,completed
126,NODOTS,44,70,70,0.01,completed
127,GNU,36,55,55,0.01,completed
128,NODOTS,41,62,66,0.01,completed
129,GNU,35,62,54,0.01,completed
130,GNU,27,49,41,0.01,completed
131,NODOTS,45,72,74,0.02,completed
132,GNU,35,58,46,0.01,completed
133,NODOTS,33,52,58,0.01,completed
134,NODOTS,27,45,49,0.01,completed
135,GNU,30,49,57,0.01,completed
136,NODOTS,36,56,61,0.01,completed
137,GNU,31,57,49,0.01,completed
138,GNU,27,54,45,0.01,completed
139,GNU,33,56,53,0.01,completed
140,GNU,40,62,59,0.01,completed
141,NODOTS,32,54,55,0.01,completed
142,GNU,39,65,61,0.01,completed
143,GNU,41,66,62,0.01,completed
144,GNU,41,70,66,0.01,completed
145,GNU,37,58,55,0.01,completed
146,NODOTS,38,61,58,0.01,completed
147,GNU,31,55,52,0.01,completed
148,NODOTS,40,64,66,0.01,completed
149,GNU,38,59,58,0.01,completed
150,GNU,32,51,53,0.01,completed
151,GNU,29,52,44,0.01,completed
152,GNU,40,65,62,0.01,completed
153,NODOTS,37,58,60,0.01,completed
154,GNU,40,70,61,0.01,completed
155,GNU,31,55,49,0.01,completed
156,GNU,37,67,55,0.01,completed
157,GNU,36,58,52,0.01,completed
158,NODOTS,33,56,54,0.01,completed
159,NODOTS,38,63,62,0.01,completed
160,NODOTS,39,63,63,0.01,completed
161,NODOTS,23,35,42,0.01,completed
162,GNU,34,57,53,0.01,completed
163,NODOTS,37,58,58,0.01,completed
164,GNU,32,57,53,0.01,completed
165,GNU,41,66,66,0.01,completed
166,NODOTS,35,53,57,0.01,completed
167,GNU,35,61,53,0.01,completed
168,NODOTS,42,71,66,0.01,completed
169,GNU,38,61,56,0.01,completed
170,NODOTS,38,61,58,0.01,completed
171,GNU,41,64,61,0.01,completed
172,NODOTS,31,49,50,0.01,completed
173,NODOTS,38,65,58,0.01,completed
174,GNU,35,57,46,0.01,completed
175,GNU,37,60,59,0.01,completed
176,GNU,40,65,56,0.01,completed
177,GNU,32,58,52,0.01,completed
178,GNU,34,59,48,0.01,completed
179,GNU,32,55,54,0.01,completed
180,NODOTS,29,42,52,0.01,completed
181,GNU,39,65,57,0.01,completed
182,GNU,31,56,49,0.01,completed
183,GNU,35,60,53,0.01,completed
184,GNU,39,67,57,0.01,completed
185,NODOTS,35,55,63,0.01,completed
186,NODOTS,34,57,54,0.01,completed
187,NODOTS,34,59,56,0.01,completed
188,GNU,33,60,54,0.01,completed
189,GNU,35,60,48,0.01,completed
190,GNU,38,60,56,0.01,completed
191,GNU,34,57,56,0.01,completed
192,NODOTS,37,60,58,0.01,completed
193,NODOTS,33,56,59,0.01,completed
194,GNU,29,56,41,0.01,completed
195,NODOTS,37,58,58,0.01,completed
196,GNU,38,66,56,0.01,completed
197,GNU,41,64,59,0.01,completed
198,NODOTS,37,58,62,0.01,completed
199,GNU,33,57,50,0.01,completed
200,GNU,39,59,59,0.01,completed
201,GNU,37,58,54,0.01,completed
202,GNU,24,48,40,0.01,completed
203,NODOTS,33,54,54,0.01,completed
204,NODOTS,36,60,62,0.01,completed
205,GNU,35,61,53,0.01,completed
206,GNU,37,64,46,0.01,completed
207,NODOTS,33,52,56,0.01,completed
208,GNU,30,53,49,0.01,completed
209,GNU,36,58,51,0.01,completed
210,GNU,31,55,46,0.01,completed
211,GNU,31,52,45,0.01,completed
212,NODOTS,31,51,57,0.01,completed
213,GNU,28,50,50,0.01,completed
214,GNU,43,69,62,0.01,completed
215,GNU,31,53,51,0.01,completed
216,NODOTS,27,41,48,0.01,completed
217,GNU,39,63,62,0.01,completed
218,GNU,33,59,53,0.01,completed
219,GNU,37,66,54,0.01,completed
220,NODOTS,31,47,58,0.01,completed
221,NODOTS,31,49,49,0.01,completed
222,GNU,35,64,55,0.01,completed
223,NODOTS,30,47,52,0.01,completed
224,GNU,29,51,45,0.01,completed
225,GNU,36,55,52,0.01,completed
226,GNU,45,72,69,0.02,completed
227,GNU,40,66,63,0.02,completed
228,GNU,38,62,58,0.02,completed
229,GNU,34,59,46,0.01,completed
230,GNU,35,59,55,0.01,completed
231,NODOTS,27,41,55,0.01,completed
232,NODOTS,27,47,52,0.01,completed
233,GNU,33,57,52,0.02,completed
234,GNU,40,63,58,0.01,completed
235,GNU,38,58,52,0.01,completed
236,GNU,44,65,70,0.01,completed
237,GNU,31,61,47,0.01,completed
238,NODOTS,33,50,54,0.01,completed
239,GNU,37,60,58,0.01,completed
240,GNU,28,48,46,0.01,completed
241,GNU,47,73,70,0.01,completed
242,GNU,32,53,54,0.01,completed
243,GNU,37,67,56,0.01,completed
244,GNU,32,55,50,0.01,completed
245,NODOTS,35,53,55,0.01,completed
246,GNU,38,60,56,0.01,completed
247,GNU,33,61,58,0.01,completed
248,GNU,35,60,53,0.01,completed
249,GNU,33,57,48,0.01,completed
250,NODOTS,34,57,57,0.01,completed
251,GNU,37,64,60,0.01,completed
252,GNU,32,56,58,0.01,completed
253,GNU,39,62,56,0.01,completed
254,NODOTS,27,43,47,0.01,completed
255,NODOTS,34,55,55,0.01,completed
256,NODOTS,36,60,57,0.01,completed
257,GNU,34,54,57,0.01,completed
258,NODOTS,31,53,61,0.01,completed
259,GNU,27,46,43,0.01,completed
260,GNU,27,51,43,0.01,completed
261,GNU,36,61,55,0.01,completed
262,GNU,41,66,55,0.01,completed
263,NODOTS,27,43,47,0.01,completed
264,GNU,42,64,68,0.01,completed
265,GNU,29,53,44,0.01,completed
266,GNU,34,54,52,0.01,completed
267,GNU,40,66,64,0.01,completed
268,GNU,33,57,56,0.01,completed
269,GNU,33,58,41,0.01,completed
270,GNU,40,63,55,0.01,completed
271,GNU,39,67,56,0.01,completed
272,GNU,42,68,59,0.01,completed
273,NODOTS,34,53,56,0.01,completed
274,GNU,41,67,66,0.01,completed
275,GNU,34,59,52,0.01,completed
276,NODOTS,35,53,61,0.01,completed
277,NODOTS,26,41,47,0.01,completed
278,GNU,31,56,48,0.01,completed
279,GNU,31,58,47,0.01,completed
280,GNU,37,60,51,0.01,completed
281,GNU,34,56,53,0.01,completed
282,GNU,40,62,61,0.01,completed
283,GNU,33,56,50,0.01,completed
284,GNU,27,51,41,0.01,completed
285,GNU,44,67,67,0.01,completed
286,NODOTS,27,45,49,0.01,completed
287,GNU,34,57,52,0.01,completed
288,GNU,37,58,51,0.01,completed
289,GNU,33,56,52,0.01,completed
290,GNU,43,68,67,0.01,completed
291,GNU,43,69,67,0.01,completed
292,GNU,29,53,48,0.01,completed
293,GNU,38,64,63,0.01,completed
294,GNU,50,76,80,0.02,completed
295,NODOTS,29,50,50,0.01,completed
296,GNU,34,57,51,0.01,completed
297,GNU,32,51,52,0.01,completed
298,NODOTS,42,67,62,0.01,completed
299,NODOTS,35,53,58,0.01,completed
300,GNU,38,64,59,0.01,completed
301,NODOTS,37,60,61,0.01,completed
302,GNU,42,69,66,0.02,completed
303,GNU,31,53,49,0.01,completed
304,GNU,39,69,56,0.01,completed
305,GNU,36,61,52,0.01,completed
306,NODOTS,27,43,49,0.01,completed
307,NODOTS,38,63,60,0.01,completed
308,GNU,39,65,59,0.01,completed
309,GNU,40,63,57,0.01,completed
310,GNU,37,59,59,0.01,completed
311,GNU,36,57,58,0.01,completed
312,GNU,35,59,53,0.01,completed
313,GNU,32,56,54,0.01,completed
314,GNU,44,70,66,0.02,completed
315,GNU,35,58,59,0.01,completed
316,GNU,37,61,60,0.02,completed
317,GNU,45,70,70,0.01,completed
318,GNU,31,55,46,0.01,completed
319,NODOTS,35,55,61,0.01,completed
320,GNU,38,60,60,0.01,completed
321,GNU,27,49,39,0.01,completed
322,NODOTS,27,47,51,0.01,completed
323,NODOTS,36,56,58,0.01,completed
324,GNU,35,58,53,0.01,completed
325,GNU,30,50,49,0.01,completed
326,NODOTS,39,61,65,0.01,completed
327,GNU,35,56,57,0.01,completed
328,GNU,34,56,55,0.01,completed
329,NODOTS,31,47,58,0.01,completed
330,NODOTS,30,47,50,0.01,completed
331,GNU,44,67,67,0.01,completed
332,NODOTS,29,46,51,0.01,completed
333,GNU,36,61,57,0.01,completed
334,NODOTS,41,70,67,0.01,completed
335,GNU,39,74,59,0.01,completed
336,GNU,32,56,56,0.01,completed
337,GNU,37,63,57,0.01,completed
338,NODOTS,36,62,59,0.01,completed
339,NODOTS,34,59,56,0.01,completed
340,GNU,38,58,59,0.01,completed
341,NODOTS,31,53,50,0.01,completed
342,GNU,44,70,69,0.01,completed
343,GNU,37,62,55,0.01,completed
344,NODOTS,37,58,61,0.01,completed
345,GNU,31,55,51,0.01,completed
346,NODOTS,35,55,61,0.01,completed
347,NODOTS,36,56,56,0.01,completed
348,NODOTS,28,44,47,0.01,completed
349,GNU,43,72,65,0.01,completed
350,NODOTS,32,52,51,0.01,completed
351,GNU,31,55,38,0.01,completed
352,GNU,38,60,57,0.01,completed
353,GNU,39,63,57,0.01,completed
354,GNU,40,63,61,0.01,completed
355,GNU,38,60,60,0.01,completed
356,GNU,35,59,55,0.01,completed
357,GNU,37,60,60,0.01,completed
358,NODOTS,38,65,63,0.01,completed
359,GNU,31,54,45,0.01,completed
360,GNU,37,63,62,0.01,completed
361,GNU,40,64,64,0.01,completed
362,NODOTS,46,79,71,0.01,completed
363,NODOTS,22,35,41,0.01,completed
364,GNU,43,67,61,0.01,completed
365,GNU,38,56,54,0.01,completed
366,NODOTS,37,56,61,0.01,completed
367,GNU,44,67,67,0.01,completed
368,GNU,44,71,67,0.01,completed
369,GNU,44,67,66,0.01,completed
370,GNU,30,53,53,0.01,completed
371,NODOTS,39,57,59,0.01,completed
372,GNU,35,61,54,0.01,completed
373,GNU,35,57,53,0.01,completed
374,GNU,27,52,44,0.01,completed
375,GNU,36,55,52,0.01,completed
376,NODOTS,31,47,51,0.01,completed
377,NODOTS,39,57,61,0.01,completed
378,NODOTS,36,58,60,0.01,completed
379,GNU,32,56,55,0.01,completed
380,GNU,39,65,61,0.01,completed
381,GNU,44,73,63,0.01,completed
382,NODOTS,37,56,62,0.01,completed
383,GNU,41,71,63,0.01,completed
384,GNU,35,60,53,0.01,completed
385,GNU,33,59,54,0.01,completed
386,NODOTS,29,46,52,0.01,completed
387,GNU,31,53,49,0.01,completed
388,GNU,37,65,52,0.01,completed
389,GNU,29,49,46,0.01,completed
390,GNU,41,66,61,0.01,completed
391,GNU,36,62,58,0.01,completed
392,GNU,37,61,60,0.01,completed
393,GNU,34,58,55,0.01,completed
394,GNU,38,60,63,0.02,completed
395,GNU,27,53,41,0.01,completed
396,NODOTS,31,51,57,0.01,completed
397,GNU,36,58,55,0.01,completed
398,GNU,37,60,53,0.02,completed
399,GNU,34,58,53,0.01,completed
400,NODOTS,35,57,57,0.01,completed
401,GNU,34,61,55,0.01,completed
402,NODOTS,39,61,62,0.02,completed
403,GNU,36,59,51,0.01,completed
404,NODOTS,39,61,66,0.01,completed
405,GNU,33,58,45,0.01,completed
406,GNU,44,76,69,0.01,completed
407,GNU,39,65,53,0.01,completed
408,NODOTS,31,47,53,0.01,completed
409,GNU,40,63,61,0.01,completed
410,NODOTS,36,58,57,0.01,completed
411,GNU,40,66,66,0.01,completed
412,GNU,32,55,52,0.01,completed
413,GNU,38,66,57,0.01,completed
414,GNU,38,61,56,0.01,completed
415,GNU,39,65,59,0.01,completed
416,GNU,51,79,74,0.01,completed
417,GNU,36,57,58,0.01,completed
418,GNU,37,59,59,0.01,completed
419,GNU,34,58,53,0.01,completed
420,GNU,31,54,47,0.01,completed
421,GNU,35,61,45,0.01,completed
422,NODOTS,35,55,57,0.01,completed
423,NODOTS,32,54,53,0.01,completed
424,NODOTS,36,62,60,0.01,completed
425,GNU,38,61,61,0.01,completed
426,NODOTS,35,57,61,0.01,completed
427,GNU,33,59,55,0.01,completed
428,NODOTS,30,53,52,0.01,completed
429,GNU,44,72,70,0.01,completed
430,GNU,38,59,55,0.01,completed
431,NODOTS,26,43,42,0.01,completed
432,GNU,32,54,51,0.01,completed
433,NODOTS,39,57,63,0.01,completed
434,GNU,46,68,68,0.01,completed
435,GNU,41,66,64,0.01,completed
436,NODOTS,35,59,60,0.01,completed
437,GNU,40,61,69,0.01,completed
438,NODOTS,33,54,54,0.01,completed
439,GNU,34,59,56,0.01,completed
440,GNU,31,55,44,0.01,completed
441,GNU,38,60,65,0.01,completed
442,GNU,27,50,43,0.01,completed
443,GNU,32,51,52,0.01,completed
444,NODOTS,28,46,47,0.01,completed
445,NODOTS,38,61,60,0.01,completed
446,GNU,39,66,52,0.01,completed
447,NODOTS,33,50,58,0.01,completed
448,NODOTS,36,54,57,0.01,completed
449,GNU,35,55,58,0.01,completed
450,GNU,41,67,62,0.01,completed
451,NODOTS,32,50,56,0.01,completed
452,NODOTS,41,60,66,0.01,completed
453,NODOTS,34,55,58,0.01,completed
454,GNU,38,60,63,0.01,completed
455,GNU,42,67,66,0.01,completed
456,NODOTS,29,50,52,0.01,completed
457,NODOTS,32,50,57,0.01,completed
458,NODOTS,32,60,53,0.01,completed
459,NODOTS,30,51,51,0.01,completed
460,NODOTS,33,54,58,0.01,completed
461,NODOTS,30,49,51,0.01,completed
462,NODOTS,38,61,59,0.01,completed
463,GNU,32,59,50,0.01,completed
464,GNU,33,54,50,0.01,completed
465,GNU,31,57,47,0.01,completed
466,GNU,40,65,62,0.01,completed
467,NODOTS,30,51,53,0.01,completed
468,NODOTS,39,61,63,0.01,completed
469,NODOTS,37,54,58,0.01,completed
470,GNU,37,60,51,0.01,completed
471,NODOTS,29,44,56,0.01,completed
472,GNU,29,55,46,0.01,completed
473,GNU,32,54,50,0.01,completed
474,GNU,33,52,54,0.01,completed
475,NODOTS,35,57,59,0.01,completed
476,NODOTS,32,54,53,0.01,completed
477,NODOTS,35,55,61,0.01,completed
478,NODOTS,26,41,45,0.01,completed
479,NODOTS,25,44,48,0.01,completed
480,GNU,45,70,71,0.02,completed
481,GNU,28,51,44,0.01,completed
482,GNU,37,65,48,0.01,completed
483,GNU,40,69,61,0.01,completed
484,NODOTS,36,58,63,0.01,completed
485,GNU,40,69,62,0.02,completed
486,GNU,27,49,43,0.01,completed
487,GNU,38,64,63,0.01,completed
488,GNU,31,58,48,0.01,completed
489,NODOTS,38,61,59,0.01,completed
490,NODOTS,33,54,55,0.01,completed
491,GNU,35,57,46,0.01,completed
492,NODOTS,34,55,56,0.01,completed
493,GNU,35,58,50,0.01,completed
494,GNU,36,61,61,0.01,completed
495,NODOTS,33,50,57,0.01,completed
496,GNU,34,60,52,0.01,completed
497,GNU,47,73,72,0.01,completed
498,NODOTS,41,64,68,0.01,completed
499,GNU,38,62,60,0.01,completed
500,NODOTS,23,33,41,0.01,completed
501,GNU,35,57,63,0.01,completed
502,GNU,37,60,64,0.01,completed
503,GNU,29,52,44,0.01,completed
504,NODOTS,36,60,61,0.01,completed
505,GNU,42,66,67,0.01,completed
506,NODOTS,34,53,57,0.01,completed
507,GNU,32,53,54,0.01,completed
508,GNU,36,56,59,0.01,completed
509,GNU,31,54,45,0.01,completed
510,NODOTS,32,56,53,0.01,completed
511,NODOTS,31,51,53,0.01,completed
512,GNU,42,66,62,0.01,completed
513,GNU,35,57,55,0.01,completed
514,GNU,36,59,54,0.01,completed
515,NODOTS,37,58,66,0.01,completed
516,GNU,41,64,64,0.01,completed
517,GNU,31,52,49,0.01,completed
518,NODOTS,33,56,56,0.01,completed
519,NODOTS,32,56,54,0.01,completed
520,GNU,31,56,39,0.01,completed
521,GNU,29,50,46,0.01,completed
522,NODOTS,32,56,51,0.01,completed
523,NODOTS,28,48,50,0.01,completed
524,NODOTS,37,58,63,0.01,completed
525,GNU,29,54,44,0.01,completed
526,GNU,36,59,58,0.01,completed
527,GNU,35,59,51,0.01,completed
528,GNU,37,61,57,0.01,completed
529,NODOTS,27,43,53,0.01,completed
530,NODOTS,28,48,47,0.01,completed
531,GNU,38,64,60,0.01,completed
532,GNU,37,58,62,0.01,completed
533,NODOTS,29,42,52,0.01,completed
534,GNU,40,64,61,0.01,completed
535,NODOTS,38,59,69,0.01,completed
536,GNU,35,64,59,0.01,completed
537,GNU,38,64,61,0.01,completed
538,GNU,38,61,54,0.01,completed
539,NODOTS,41,66,71,0.01,completed
540,NODOTS,34,53,54,0.01,completed
541,GNU,32,62,52,0.01,completed
542,GNU,39,64,61,0.01,completed
543,GNU,44,71,66,0.01,completed
544,NODOTS,36,56,63,0.01,completed
545,GNU,33,56,52,0.01,completed
546,GNU,26,45,43,0.01,completed
547,NODOTS,31,49,55,0.01,completed
548,NODOTS,36,58,59,0.01,completed
549,GNU,38,60,58,0.01,completed
550,GNU,38,64,55,0.01,completed
551,GNU,25,46,38,0.01,completed
552,GNU,29,50,44,0.01,completed
553,GNU,33,62,52,0.01,completed
554,GNU,34,56,50,0.01,completed
555,GNU,34,61,50,0.01,completed
556,GNU,39,62,59,0.01,completed
557,GNU,41,66,59,0.01,completed
558,GNU,36,57,54,0.01,completed
559,GNU,38,64,64,0.01,completed
560,GNU,27,50,41,0.01,completed
561,GNU,35,57,50,0.01,completed
562,GNU,35,58,51,0.01,completed
563,GNU,35,55,55,0.01,completed
564,GNU,37,63,54,0.01,completed
565,GNU,29,50,50,0.01,completed
566,NODOTS,28,46,49,0.01,completed
567,GNU,27,51,46,0.01,completed
568,GNU,41,64,63,0.01,completed
569,NODOTS,29,50,54,0.01,completed
570,GNU,32,55,52,0.01,completed
571,GNU,34,55,63,0.01,completed
572,NODOTS,38,59,66,0.02,completed
573,GNU,38,64,62,0.02,completed
574,GNU,40,64,61,0.01,completed
575,GNU,35,60,55,0.01,completed
576,GNU,35,57,55,0.02,completed
577,GNU,33,54,50,0.01,completed
578,GNU,41,63,58,0.01,completed
579,GNU,38,63,57,0.01,completed
580,NODOTS,29,46,50,0.01,completed
581,GNU,37,64,61,0.01,completed
582,GNU,30,51,48,0.01,completed
583,NODOTS,33,48,55,0.01,completed
584,GNU,30,50,48,0.01,completed
585,GNU,35,66,53,0.01,completed
586,NODOTS,33,54,58,0.01,completed
587,GNU,31,54,49,0.01,completed
588,NODOTS,33,52,60,0.01,completed
589,NODOTS,37,60,62,0.01,completed
590,NODOTS,34,53,54,0.01,completed
591,NODOTS,32,52,52,0.01,completed
592,GNU,36,56,45,0.01,completed
593,GNU,38,58,61,0.01,completed
594,GNU,29,55,42,0.01,completed
595,GNU,40,63,61,0.01,completed
596,GNU,41,69,59,0.01,completed
597,NODOTS,37,58,62,0.01,completed
598,NODOTS,37,60,61,0.01,completed
599,NODOTS,35,57,62,0.01,completed
600,GNU,36,61,56,0.01,completed
601,GNU,35,59,57,0.01,completed
602,GNU,39,63,57,0.01,completed
603,GNU,44,73,64,0.01,completed
604,NODOTS,33,48,52,0.01,completed
605,NODOTS,29,44,53,0.01,completed
606,NODOTS,34,57,59,0.01,completed
607,NODOTS,39,59,65,0.01,completed
608,NODOTS,34,53,56,0.01,completed
609,NODOTS,32,56,53,0.01,completed
610,NODOTS,32,56,49,0.01,completed
611,NODOTS,36,58,55,0.01,completed
612,GNU,42,62,68,0.01,completed
613,GNU,35,60,57,0.01,completed
614,NODOTS,33,52,61,0.01,completed
615,GNU,29,57,43,0.01,completed
616,GNU,33,54,54,0.01,completed
617,GNU,38,62,61,0.01,completed
618,NODOTS,34,59,56,0.01,completed
619,GNU,39,63,60,0.02,completed
620,GNU,31,53,55,0.01,completed
621,NODOTS,30,51,55,0.01,completed
622,NODOTS,34,55,56,0.01,completed
623,NODOTS,31,51,57,0.01,completed
624,GNU,27,52,39,0.01,completed
625,GNU,37,56,50,0.01,completed
626,GNU,39,64,55,0.01,completed
627,NODOTS,42,69,69,0.01,completed
628,NODOTS,34,55,56,0.01,completed
629,GNU,34,60,59,0.01,completed
630,GNU,28,52,46,0.01,completed
631,GNU,34,61,50,0.01,completed
632,NODOTS,39,65,65,0.01,completed
633,NODOTS,32,52,51,0.01,completed
634,GNU,28,49,46,0.01,completed
635,NODOTS,33,56,60,0.01,completed
636,GNU,38,60,61,0.01,completed
637,GNU,32,55,52,0.01,completed
638,GNU,34,58,50,0.01,completed
639,GNU,36,61,60,0.01,completed
640,NODOTS,41,62,67,0.01,completed
641,GNU,36,61,59,0.01,completed
642,GNU,40,65,61,0.01,completed
643,GNU,35,61,54,0.01,completed
644,GNU,38,62,57,0.01,completed
645,GNU,41,65,62,0.01,completed
646,GNU,41,65,62,0.01,completed
647,GNU,43,72,66,0.01,completed
648,NODOTS,27,41,50,0.01,completed
649,GNU,48,71,71,0.02,completed
650,NODOTS,35,59,57,0.01,completed
651,NODOTS,27,39,45,0.01,completed
652,NODOTS,37,56,67,0.01,completed
653,NODOTS,31,49,57,0.01,completed
654,GNU,43,72,63,0.01,completed
655,NODOTS,28,44,46,0.01,completed
656,NODOTS,33,50,60,0.01,completed
657,GNU,33,57,50,0.01,completed
658,GNU,37,60,58,0.01,completed
659,GNU,35,58,43,0.01,completed
660,GNU,46,74,67,0.01,completed
661,GNU,35,60,49,0.01,completed
662,NODOTS,33,58,62,0.01,completed
663,GNU,39,65,59,0.01,completed
664,NODOTS,27,41,47,0.01,completed
665,GNU,34,57,53,0.01,completed
666,GNU,33,56,53,0.01,completed
667,NODOTS,33,52,63,0.01,completed
668,GNU,29,53,40,0.01,completed
669,GNU,33,52,54,0.01,completed
670,NODOTS,32,56,58,0.01,completed
671,NODOTS,27,43,49,0.01,completed
672,GNU,30,50,45,0.01,completed
673,NODOTS,31,49,53,0.01,completed
674,NODOTS,36,58,58,0.01,completed
675,GNU,39,63,56,0.01,completed
676,GNU,33,56,50,0.01,completed
677,GNU,41,68,62,0.01,completed
678,GNU,41,65,62,0.01,completed
679,NODOTS,34,55,55,0.01,completed
680,GNU,26,48,41,0.01,completed
681,NODOTS,38,59,56,0.01,completed
682,NODOTS,32,54,49,0.01,completed
683,GNU,35,62,55,0.01,completed
684,GNU,37,59,57,0.01,completed
685,GNU,41,67,58,0.01,completed
686,GNU,36,59,55,0.01,completed
687,GNU,34,54,57,0.01,completed
688,GNU,38,67,62,0.01,completed
689,NODOTS,34,53,57,0.01,completed
690,GNU,31,52,49,0.01,completed
691,GNU,43,75,71,0.01,completed
692,NODOTS,36,58,57,0.01,completed
693,NODOTS,31,47,51,0.01,completed
694,GNU,38,58,56,0.01,completed
695,GNU,30,53,53,0.01,completed
696,GNU,36,59,55,0.01,completed
697,GNU,46,73,71,0.01,completed
698,GNU,33,57,46,0.01,completed
699,GNU,29,52,43,0.01,completed
700,NODOTS,26,41,45,0.01,completed
701,GNU,32,52,60,0.01,completed
702,NODOTS,25,44,52,0.01,completed
703,NODOTS,31,51,51,0.01,completed
704,GNU,37,68,59,0.01,completed
705,GNU,30,55,46,0.01,completed
706,GNU,44,69,67,0.01,completed
