Game,Winner,Turns,GNU_Moves,Nodots_Moves,Duration_Seconds,Status
169,NODOTS,33,56,58,0.01,completed
170,GNU,40,66,61,0.01,completed
171,GNU,35,59,57,0.01,completed
172,GNU,37,61,51,0.01,completed
173,GNU,25,50,38,0.01,completed
174,GNU,39,66,60,0.01,completed
175,NODOTS,36,62,60,0.01,completed
176,NODOTS,34,57,56,0.01,completed
177,NODOTS,37,56,67,0.01,completed
178,GNU,35,60,49,0.01,completed
179,NODOTS,41,62,64,0.01,completed
180,GNU,44,73,67,0.02,completed
181,GNU,41,67,57,0.01,completed
182,GNU,35,63,53,0.01,completed
183,NODOTS,26,49,46,0.01,completed
184,NODOTS,24,44,46,0.01,completed
185,NODOTS,41,60,70,0.01,completed
186,GNU,34,59,50,0.01,completed
187,NODOTS,32,50,53,0.01,completed
188,GNU,33,61,49,0.01,completed
189,NODOTS,25,38,46,0.01,completed
190,GNU,33,58,57,0.01,completed
191,NODOTS,31,51,53,0.01,completed
192,GNU,29,55,47,0.01,completed
193,GNU,47,75,66,0.01,completed
194,NODOTS,35,57,58,0.01,completed
195,GNU,36,57,58,0.01,completed
196,GNU,37,60,56,0.01,completed
197,NODOTS,38,59,63,0.01,completed
198,NODOTS,34,55,60,0.01,completed
199,GNU,29,50,46,0.01,completed
200,GNU,35,55,52,0.01,completed
201,GNU,34,58,48,0.01,completed
202,NODOTS,43,67,70,0.02,completed
203,GNU,35,64,59,0.01,completed
204,NODOTS,32,50,56,0.01,completed
205,NODOTS,44,72,67,0.01,completed
206,GNU,34,58,52,0.01,completed
207,GNU,27,51,41,0.01,completed
208,NODOTS,41,66,68,0.02,completed
209,GNU,35,60,61,0.02,completed
210,GNU,35,57,53,0.01,completed
211,GNU,42,68,59,0.02,completed
212,GNU,34,58,55,0.01,completed
213,GNU,34,57,52,0.01,completed
214,NODOTS,37,56,64,0.01,completed
215,GNU,37,60,59,0.01,completed
216,GNU,36,60,55,0.02,completed
217,NODOTS,35,55,63,0.01,completed
218,GNU,35,58,54,0.01,completed
219,GNU,34,56,51,0.01,completed
220,GNU,31,54,43,0.01,completed
221,GNU,37,60,55,0.01,completed
222,GNU,43,71,61,0.01,completed
223,NODOTS,35,55,57,0.01,completed
224,GNU,36,60,57,0.01,completed
225,NODOTS,33,50,54,0.01,completed
226,GNU,31,54,52,0.01,completed
227,GNU,33,59,54,0.01,completed
228,GNU,34,57,52,0.01,completed
229,GNU,39,64,60,0.01,completed
230,NODOTS,34,55,54,0.01,completed
231,GNU,31,58,47,0.01,completed
232,NODOTS,36,56,55,0.01,completed
233,NODOTS,30,47,52,0.01,completed
234,NODOTS,35,63,62,0.01,completed
235,NODOTS,35,55,59,0.01,completed
236,GNU,31,53,47,0.01,completed
237,NODOTS,52,82,79,0.02,completed
238,NODOTS,36,56,57,0.01,completed
239,GNU,40,63,69,0.01,completed
240,GNU,42,67,59,0.01,completed
241,NODOTS,30,49,46,0.01,completed
242,NODOTS,30,47,56,0.01,completed
243,GNU,36,59,55,0.01,completed
244,NODOTS,29,46,56,0.01,completed
245,NODOTS,31,51,53,0.01,completed
246,GNU,37,64,61,0.01,completed
247,GNU,34,56,58,0.01,completed
248,NODOTS,28,48,51,0.01,completed
249,GNU,34,58,55,0.01,completed
250,GNU,36,56,51,0.01,completed
251,NODOTS,34,59,58,0.01,completed
252,GNU,35,57,52,0.01,completed
253,GNU,50,79,75,0.01,completed
254,GNU,29,58,42,0.01,completed
255,GNU,33,60,48,0.01,completed
256,GNU,36,64,61,0.01,completed
257,GNU,41,67,62,0.01,completed
258,NODOTS,35,53,60,0.01,completed
259,NODOTS,41,64,67,0.01,completed
260,NODOTS,34,53,54,0.01,completed
261,GNU,28,52,44,0.01,completed
262,GNU,32,57,50,0.01,completed
263,GNU,36,62,50,0.01,completed
264,GNU,34,55,57,0.01,completed
265,NODOTS,33,48,55,0.01,completed
266,GNU,29,51,46,0.01,completed
267,GNU,33,57,50,0.01,completed
268,GNU,37,64,54,0.01,completed
269,GNU,38,63,63,0.01,completed
270,GNU,38,60,57,0.01,completed
271,GNU,38,63,63,0.01,completed
272,GNU,38,62,61,0.01,completed
273,GNU,34,58,53,0.01,completed
274,GNU,38,65,57,0.01,completed
275,GNU,37,60,54,0.01,completed
276,NODOTS,40,66,67,0.01,completed
277,GNU,30,53,47,0.01,completed
278,GNU,30,52,44,0.01,completed
279,GNU,31,50,47,0.01,completed
280,NODOTS,40,66,61,0.01,completed
281,NODOTS,42,65,67,0.01,completed
282,GNU,30,54,48,0.01,completed
283,GNU,32,58,46,0.01,completed
284,GNU,29,54,41,0.01,completed
285,GNU,37,63,60,0.01,completed
286,NODOTS,35,51,61,0.02,completed
287,NODOTS,37,58,60,0.01,completed
288,GNU,36,57,54,0.01,completed
289,GNU,36,59,53,0.01,completed
290,GNU,35,66,55,0.01,completed
291,GNU,39,67,60,0.02,completed
292,GNU,35,57,55,0.03,completed
293,GNU,42,66,63,0.01,completed
294,NODOTS,22,37,42,0.01,completed
295,GNU,34,63,50,0.01,completed
296,NODOTS,35,55,60,0.01,completed
297,GNU,41,72,66,0.01,completed
298,GNU,44,73,66,0.01,completed
299,NODOTS,29,44,53,0.01,completed
300,NODOTS,37,54,60,0.01,completed
301,GNU,32,56,48,0.01,completed
302,NODOTS,33,54,56,0.01,completed
303,NODOTS,31,51,49,0.01,completed
304,NODOTS,33,52,60,0.01,completed
305,GNU,43,69,63,0.01,completed
306,NODOTS,31,47,52,0.01,completed
307,GNU,34,59,53,0.01,completed
308,GNU,37,62,53,0.01,completed
309,GNU,35,68,49,0.01,completed
310,NODOTS,31,49,59,0.01,completed
311,GNU,40,61,63,0.01,completed
312,NODOTS,31,49,59,0.01,completed
313,NODOTS,40,72,68,0.01,completed
314,GNU,41,69,67,0.01,completed
315,NODOTS,40,64,68,0.01,completed
316,GNU,39,67,62,0.02,completed
317,GNU,38,61,59,0.01,completed
318,NODOTS,36,62,59,0.01,completed
319,NODOTS,31,49,56,0.01,completed
320,GNU,34,55,54,0.01,completed
321,GNU,37,62,56,0.01,completed
322,NODOTS,29,48,55,0.01,completed
323,NODOTS,44,74,71,0.01,completed
324,GNU,33,54,54,0.01,completed
325,GNU,33,58,48,0.01,completed
326,GNU,37,60,55,0.01,completed
327,NODOTS,34,55,55,0.01,completed
328,GNU,39,63,57,0.01,completed
329,NODOTS,34,51,56,0.01,completed
330,NODOTS,35,55,58,0.01,completed
331,NODOTS,30,49,50,0.01,completed
332,GNU,35,62,55,0.01,completed
333,GNU,38,60,61,0.01,completed
334,GNU,37,62,59,0.01,completed
335,GNU,33,56,52,0.01,completed
336,NODOTS,36,60,57,0.01,completed
337,GNU,38,61,56,0.01,completed
338,GNU,36,58,62,0.01,completed
339,NODOTS,44,70,69,0.01,completed
340,GNU,27,49,47,0.01,completed
341,GNU,37,65,61,0.01,completed
342,GNU,32,57,52,0.01,completed
343,NODOTS,31,49,53,0.01,completed
344,GNU,30,48,47,0.01,completed
345,GNU,33,55,54,0.01,completed
346,GNU,32,54,44,0.01,completed
347,GNU,41,71,61,0.02,completed
348,GNU,47,77,72,0.02,completed
349,NODOTS,32,54,52,0.03,completed
350,GNU,32,51,56,0.01,completed
351,NODOTS,44,70,70,0.01,completed
352,GNU,36,59,59,0.01,completed
353,GNU,33,56,42,0.01,completed
354,NODOTS,39,65,64,0.01,completed
355,NODOTS,31,51,51,0.01,completed
356,GNU,27,49,45,0.01,completed
357,NODOTS,44,72,73,0.01,completed
358,NODOTS,35,53,57,0.01,completed
359,NODOTS,43,67,68,0.01,completed
360,NODOTS,32,56,57,0.01,completed
361,GNU,33,59,52,0.01,completed
362,GNU,42,69,62,0.01,completed
363,NODOTS,34,53,62,0.01,completed
364,GNU,29,52,44,0.01,completed
365,GNU,33,57,54,0.01,completed
366,NODOTS,41,64,72,0.01,completed
367,GNU,39,66,63,0.01,completed
368,NODOTS,34,55,55,0.01,completed
369,GNU,35,59,57,0.01,completed
370,NODOTS,27,43,47,0.01,completed
371,NODOTS,32,54,53,0.01,completed
372,GNU,38,61,59,0.01,completed
373,GNU,37,58,56,0.01,completed
374,GNU,45,72,72,0.01,completed
375,NODOTS,44,68,69,0.01,completed
376,GNU,36,58,61,0.01,completed
377,GNU,37,59,59,0.01,completed
378,GNU,32,54,54,0.01,completed
379,GNU,35,63,53,0.01,completed
380,GNU,37,61,60,0.01,completed
381,NODOTS,34,57,57,0.01,completed
382,GNU,30,52,49,0.01,completed
383,GNU,32,56,53,0.01,completed
384,GNU,33,55,50,0.01,completed
385,NODOTS,31,47,53,0.01,completed
386,NODOTS,42,67,64,0.01,completed
387,NODOTS,34,55,54,0.01,completed
388,NODOTS,30,55,48,0.01,completed
389,NODOTS,37,58,65,0.01,completed
390,NODOTS,31,51,56,0.01,completed
391,NODOTS,31,51,55,0.01,completed
392,GNU,32,54,58,0.01,completed
393,GNU,30,51,46,0.01,completed
394,GNU,36,60,61,0.01,completed
395,GNU,36,60,61,0.01,completed
396,NODOTS,29,48,52,0.01,completed
397,GNU,33,56,54,0.01,completed
398,GNU,29,52,42,0.01,completed
399,GNU,27,50,39,0.01,completed
400,NODOTS,33,50,54,0.01,completed
401,NODOTS,40,70,63,0.01,completed
402,GNU,35,59,54,0.01,completed
403,NODOTS,40,64,62,0.01,completed
404,GNU,41,67,62,0.01,completed
405,GNU,39,67,63,0.01,completed
406,GNU,37,62,58,0.01,completed
407,NODOTS,38,61,58,0.01,completed
408,GNU,35,60,59,0.01,completed
409,NODOTS,29,52,50,0.01,completed
410,NODOTS,38,61,65,0.01,completed
411,NODOTS,34,63,58,0.01,completed
412,GNU,36,56,60,0.01,completed
413,GNU,38,59,61,0.01,completed
414,GNU,31,53,52,0.01,completed
415,GNU,44,72,68,0.01,completed
416,GNU,47,76,68,0.01,completed
417,GNU,34,56,59,0.01,completed
418,NODOTS,37,58,57,0.01,completed
419,GNU,36,62,56,0.01,completed
420,GNU,43,71,62,0.01,completed
421,GNU,49,79,74,0.01,completed
422,NODOTS,39,63,65,0.01,completed
423,NODOTS,28,44,47,0.01,completed
424,GNU,35,59,52,0.01,completed
425,GNU,31,58,49,0.01,completed
426,GNU,36,63,52,0.01,completed
427,GNU,39,67,59,0.01,completed
428,GNU,33,58,54,0.01,completed
429,GNU,40,61,66,0.01,completed
430,GNU,31,55,53,0.01,completed
431,NODOTS,27,45,52,0.01,completed
432,NODOTS,39,63,65,0.01,completed
433,GNU,42,70,69,0.01,completed
434,NODOTS,41,64,76,0.02,completed
435,GNU,35,61,55,0.01,completed
436,GNU,31,54,39,0.01,completed
437,GNU,40,67,59,0.01,completed
438,GNU,33,57,50,0.01,completed
439,GNU,39,63,63,0.01,completed
440,GNU,39,60,60,0.01,completed
441,GNU,35,60,50,0.01,completed
442,GNU,36,60,58,0.01,completed
443,NODOTS,33,54,58,0.01,completed
444,NODOTS,32,50,55,0.01,completed
445,GNU,34,56,57,0.01,completed
446,GNU,38,62,59,0.01,completed
447,GNU,31,56,48,0.01,completed
448,GNU,41,70,62,0.01,completed
449,NODOTS,40,66,63,0.01,completed
450,NODOTS,36,62,57,0.01,completed
451,GNU,34,57,52,0.01,completed
452,GNU,39,66,50,0.01,completed
453,GNU,32,55,38,0.01,completed
454,GNU,33,59,50,0.01,completed
455,GNU,35,59,56,0.01,completed
456,GNU,38,60,63,0.01,completed
457,NODOTS,31,49,57,0.01,completed
458,NODOTS,39,61,66,0.01,completed
459,GNU,30,49,51,0.01,completed
460,GNU,33,55,52,0.01,completed
461,GNU,34,55,53,0.01,completed
462,NODOTS,39,67,67,0.01,completed
463,GNU,43,71,66,0.01,completed
464,GNU,38,63,60,0.01,completed
465,NODOTS,31,47,59,0.01,completed
466,NODOTS,32,50,55,0.01,completed
467,GNU,32,58,50,0.01,completed
468,GNU,33,56,52,0.01,completed
469,GNU,31,51,47,0.01,completed
470,NODOTS,30,49,56,0.01,completed
471,NODOTS,32,48,52,0.01,completed
472,GNU,33,60,51,0.01,completed
473,NODOTS,31,49,53,0.01,completed
474,GNU,34,62,50,0.01,completed
475,GNU,33,56,50,0.01,completed
476,GNU,35,60,51,0.01,completed
477,GNU,30,52,45,0.01,completed
478,GNU,34,57,58,0.01,completed
479,GNU,27,47,46,0.01,completed
480,GNU,35,59,51,0.01,completed
481,GNU,32,52,52,0.01,completed
482,GNU,30,51,47,0.01,completed
483,GNU,32,54,54,0.01,completed
484,NODOTS,29,46,50,0.01,completed
485,GNU,32,53,52,0.01,completed
486,GNU,33,55,52,0.01,completed
487,GNU,32,60,57,0.01,completed
488,GNU,32,55,48,0.01,completed
489,GNU,40,67,59,0.01,completed
490,NODOTS,33,52,57,0.01,completed
491,GNU,42,64,63,0.01,completed
492,GNU,45,71,67,0.01,completed
493,GNU,40,65,67,0.01,completed
494,GNU,36,55,50,0.01,completed
495,NODOTS,33,56,56,0.01,completed
496,GNU,43,69,63,0.01,completed
497,GNU,40,62,57,0.01,completed
498,GNU,35,63,55,0.01,completed
499,NODOTS,37,56,63,0.01,completed
500,GNU,45,73,71,0.01,completed
501,GNU,35,61,53,0.01,completed
502,GNU,36,61,62,0.01,completed
503,GNU,37,63,58,0.01,completed
504,GNU,27,47,41,0.01,completed
505,GNU,37,67,57,0.01,completed
506,GNU,30,56,51,0.01,completed
507,GNU,38,63,54,0.01,completed
508,NODOTS,33,54,58,0.01,completed
509,GNU,32,55,52,0.01,completed
510,GNU,44,73,68,0.01,completed
511,GNU,34,57,55,0.01,completed
512,GNU,38,66,60,0.01,completed
513,NODOTS,40,62,63,0.01,completed
514,NODOTS,41,64,70,0.01,completed
515,GNU,35,57,54,0.01,completed
516,GNU,39,65,57,0.01,completed
517,GNU,37,61,55,0.01,completed
518,GNU,25,50,38,0.01,completed
519,GNU,33,57,48,0.01,completed
520,NODOTS,34,53,51,0.01,completed
521,GNU,42,70,56,0.01,completed
522,GNU,39,66,58,0.01,completed
523,NODOTS,27,45,51,0.01,completed
524,NODOTS,38,65,61,0.01,completed
525,NODOTS,35,53,57,0.01,completed
526,GNU,33,57,47,0.01,completed
527,GNU,27,51,45,0.01,completed
528,GNU,34,57,53,0.01,completed
529,GNU,37,66,55,0.01,completed
530,GNU,37,64,58,0.01,completed
531,GNU,37,62,59,0.01,completed
532,NODOTS,30,47,55,0.01,completed
533,GNU,39,65,63,0.01,completed
534,GNU,29,56,50,0.01,completed
535,NODOTS,34,53,58,0.01,completed
536,GNU,37,61,58,0.01,completed
537,GNU,39,63,60,0.01,completed
538,NODOTS,28,48,45,0.01,completed
539,GNU,41,69,59,0.02,completed
540,NODOTS,38,67,60,0.02,completed
541,GNU,35,63,54,0.01,completed
542,GNU,32,56,56,0.01,completed
543,GNU,42,68,62,0.01,completed
544,GNU,34,55,53,0.01,completed
545,GNU,38,60,68,0.02,completed
546,GNU,43,67,60,0.01,completed
547,GNU,38,64,60,0.05,completed
548,GNU,43,72,69,0.02,completed
549,NODOTS,32,54,56,0.02,completed
550,NODOTS,38,61,64,0.02,completed
551,GNU,37,62,54,0.02,completed
552,GNU,31,54,38,0.01,completed
553,GNU,41,67,65,0.01,completed
554,GNU,36,58,56,0.02,completed
555,NODOTS,37,60,62,0.01,completed
556,NODOTS,31,49,55,0.01,completed
557,GNU,31,55,49,0.01,completed
558,GNU,42,67,62,0.01,completed
559,NODOTS,36,56,57,0.01,completed
560,GNU,32,57,44,0.01,completed
561,GNU,36,58,55,0.01,completed
562,NODOTS,34,59,58,0.01,completed
563,GNU,36,57,54,0.01,completed
564,GNU,36,57,62,0.01,completed
565,GNU,33,54,51,0.01,completed
566,GNU,44,66,68,0.02,completed
567,NODOTS,33,54,59,0.01,completed
568,GNU,30,53,45,0.01,completed
569,GNU,36,58,58,0.01,completed
570,NODOTS,29,42,54,0.01,completed
571,GNU,44,72,70,0.01,completed
572,GNU,31,60,45,0.01,completed
573,GNU,40,65,60,0.01,completed
574,GNU,31,56,44,0.01,completed
575,NODOTS,30,49,48,0.01,completed
576,GNU,31,53,47,0.01,completed
577,GNU,37,67,58,0.01,completed
578,GNU,41,64,64,0.01,completed
579,GNU,33,59,51,0.01,completed
580,GNU,27,50,43,0.01,completed
581,GNU,29,54,44,0.01,completed
582,GNU,31,55,48,0.01,completed
583,GNU,30,51,51,0.01,completed
584,NODOTS,31,49,55,0.01,completed
585,NODOTS,29,48,52,0.01,completed
586,GNU,33,58,50,0.01,completed
587,GNU,37,68,59,0.01,completed
588,NODOTS,36,56,57,0.01,completed
589,NODOTS,33,52,60,0.01,completed
590,GNU,29,50,44,0.01,completed
591,GNU,40,65,65,0.01,completed
592,GNU,31,53,52,0.01,completed
593,GNU,41,67,62,0.01,completed
594,GNU,33,57,49,0.01,completed
595,GNU,31,58,48,0.01,completed
596,NODOTS,32,58,51,0.01,completed
597,NODOTS,35,53,61,0.01,completed
598,GNU,33,58,49,0.01,completed
599,GNU,35,58,57,0.01,completed
600,GNU,36,58,52,0.01,completed
601,NODOTS,39,59,65,0.01,completed
602,GNU,31,55,47,0.01,completed
603,GNU,42,68,64,0.01,completed
604,GNU,32,54,51,0.01,completed
605,NODOTS,38,59,63,0.01,completed
606,NODOTS,38,59,58,0.01,completed
607,GNU,48,71,67,0.01,completed
608,GNU,29,50,39,0.01,completed
609,GNU,33,59,54,0.01,completed
610,NODOTS,31,49,51,0.01,completed
611,GNU,36,59,58,0.01,completed
612,GNU,37,64,49,0.01,completed
613,GNU,32,57,46,0.01,completed
614,GNU,34,55,57,0.01,completed
615,GNU,33,58,54,0.01,completed
616,NODOTS,41,66,66,0.01,completed
617,GNU,35,59,54,0.01,completed
618,NODOTS,40,66,65,0.01,completed
619,GNU,41,70,62,0.01,completed
620,NODOTS,31,49,51,0.01,completed
621,NODOTS,31,49,52,0.01,completed
622,GNU,34,60,61,0.01,completed
623,NODOTS,32,52,53,0.01,completed
624,GNU,27,54,43,0.01,completed
625,GNU,36,55,56,0.01,completed
626,GNU,29,52,42,0.01,completed
627,NODOTS,33,54,59,0.01,completed
628,GNU,38,63,62,0.01,completed
629,NODOTS,31,51,61,0.01,completed
630,GNU,36,64,59,0.01,completed
631,NODOTS,37,58,60,0.01,completed
632,GNU,33,58,51,0.01,completed
633,NODOTS,31,53,53,0.01,completed
634,GNU,34,58,51,0.01,completed
635,NODOTS,32,56,53,0.01,completed
636,GNU,33,57,54,0.01,completed
637,GNU,31,56,44,0.01,completed
638,GNU,37,63,54,0.01,completed
639,NODOTS,31,53,57,0.01,completed
640,NODOTS,40,66,60,0.01,completed
641,GNU,39,66,59,0.01,completed
642,NODOTS,33,50,54,0.01,completed
643,NODOTS,33,50,58,0.01,completed
644,NODOTS,36,58,61,0.01,completed
645,GNU,36,58,52,0.01,completed
646,GNU,29,50,42,0.01,completed
647,GNU,34,62,48,0.01,completed
648,GNU,40,64,61,0.01,completed
649,NODOTS,32,52,51,0.01,completed
650,GNU,36,62,59,0.01,completed
651,NODOTS,27,41,49,0.01,completed
652,GNU,34,59,57,0.01,completed
653,GNU,35,60,59,0.01,completed
654,GNU,32,56,50,0.01,completed
655,NODOTS,37,60,57,0.01,completed
656,NODOTS,32,48,52,0.01,completed
657,NODOTS,31,51,55,0.01,completed
658,NODOTS,34,55,56,0.01,completed
659,GNU,48,74,70,0.01,completed
660,NODOTS,32,52,55,0.01,completed
661,GNU,29,53,48,0.01,completed
662,NODOTS,38,61,61,0.01,completed
663,GNU,42,67,65,0.01,completed
664,GNU,36,56,56,0.01,completed
665,GNU,31,54,47,0.01,completed
666,GNU,35,58,50,0.01,completed
667,NODOTS,33,54,59,0.01,completed
668,NODOTS,41,62,64,0.01,completed
669,GNU,35,64,57,0.01,completed
670,GNU,37,60,57,0.01,completed
671,NODOTS,39,59,66,0.01,completed
672,NODOTS,28,44,52,0.01,completed
673,GNU,41,71,63,0.01,completed
674,NODOTS,38,61,61,0.01,completed
675,NODOTS,38,59,60,0.01,completed
676,GNU,31,56,46,0.01,completed
677,GNU,33,58,54,0.01,completed
678,GNU,31,50,47,0.01,completed
679,GNU,26,47,46,0.01,completed
680,GNU,31,55,51,0.01,completed
681,GNU,35,63,55,0.01,completed
682,GNU,34,60,54,0.02,completed
683,GNU,36,58,61,0.01,completed
684,GNU,37,64,51,0.01,completed
685,NODOTS,35,53,57,0.01,completed
686,GNU,34,55,51,0.01,completed
687,GNU,37,62,61,0.01,completed
688,GNU,38,64,57,0.01,completed
689,GNU,42,70,69,0.02,completed
690,GNU,34,61,55,0.01,completed
691,GNU,35,55,59,0.01,completed
692,GNU,33,56,50,0.01,completed
693,NODOTS,33,58,61,0.01,completed
694,GNU,33,60,54,0.01,completed
695,GNU,30,49,49,0.01,completed
696,GNU,41,66,62,0.01,completed
697,GNU,36,56,60,0.01,completed
698,NODOTS,27,41,56,0.01,completed
699,GNU,37,58,54,0.01,completed
700,GNU,44,69,67,0.01,completed
701,GNU,37,57,57,0.01,completed
702,GNU,38,62,63,0.01,completed
703,GNU,40,62,56,0.01,completed
704,NODOTS,31,47,54,0.01,completed
705,GNU,38,61,61,0.01,completed
706,NODOTS,38,63,64,0.01,completed
707,GNU,32,54,58,0.01,completed
